node_id,latitude,longitude,street_count,is_signal,avg_speed_limit,avg_road_weight
267197965,28.6031845,77.2292125,3,0,30.0,0.35000000000000003
267197967,28.6071014,77.2332164,3,0,30.0,0.35000000000000003
267197973,28.6068891,77.2319463,3,0,30.0,0.35000000000000003
267197974,28.6068493,77.2325583,3,0,30.0,0.35000000000000003
267197975,28.607234,77.2335707,3,0,30.0,0.35000000000000003
267197976,28.6057681,77.2343867,3,0,30.0,0.35000000000000003
267197980,28.6052508,77.2306356,3,0,40.0,0.55
267197983,28.60803,77.2315685,3,0,30.0,0.35000000000000003
267197984,28.6052175,77.2313645,4,0,30.0,0.35
267197985,28.6069156,77.2314476,3,0,30.0,0.35000000000000003
267197986,28.6083415,77.2329093,3,0,30.0,0.35000000000000003
267198388,28.6302174,77.2181923,3,0,50.0,0.75
267198390,28.6337812,77.2218332,4,0,35.0,0.475
267198392,28.6349075,77.2198366,4,0,35.0,0.475
267198394,28.6339283,77.2197696,3,0,40.0,0.6
267247451,28.6328887,77.2254922,3,0,30.0,0.38
267247452,28.6326094,77.2253915,3,0,30.0,0.3833333333333333
267247454,28.6316249,77.2247024,3,0,30.0,0.3833333333333333
267247456,28.6314336,77.2240419,3,0,30.0,0.39999999999999997
267247460,28.6318574,77.2228317,3,0,40.0,0.575
267247462,28.6319595,77.2266222,3,0,30.0,0.35000000000000003
267247464,28.6335226,77.2233233,3,0,30.0,0.4
267247468,28.6332724,77.2249216,3,0,30.0,0.4
267249900,28.6263996,77.2063447,3,0,46.666666666666664,0.7000000000000001
267249902,28.6265641,77.2060972,3,0,50.0,0.75
267249903,28.6268512,77.205941,3,0,50.0,0.75
267249905,28.6271043,77.2059456,3,0,46.666666666666664,0.7000000000000001
267249911,28.6273431,77.2072094,3,0,50.0,0.75
267249912,28.6271648,77.2073157,3,0,50.0,0.75
267249914,28.6267676,77.2073144,3,0,50.0,0.75
267249915,28.6264735,77.2070753,3,0,50.0,0.75
267249920,28.6232067,77.2123622,3,0,46.666666666666664,0.7000000000000001
267249923,28.6237589,77.2124882,3,0,50.0,0.75
267249926,28.6237991,77.2129097,3,0,50.0,0.75
267249927,28.6235884,77.2131594,3,0,50.0,0.75
267249930,28.6232603,77.2131566,3,0,50.0,0.75
267249940,28.6260537,77.2322361,3,0,43.333333333333336,0.6333333333333333
267249941,28.6259784,77.2323337,3,0,43.333333333333336,0.6333333333333333
267249943,28.6256369,77.2324491,3,0,50.0,0.75
267249944,28.6254582,77.2323901,3,0,50.0,0.75
267249954,28.6215753,77.2154665,3,0,43.333333333333336,0.6166666666666667
267249955,28.6216983,77.2154693,3,0,50.0,0.75
267249959,28.6219251,77.2157512,3,0,43.333333333333336,0.6166666666666667
267249960,28.6219119,77.215909,3,0,43.333333333333336,0.6166666666666667
267249963,28.6216885,77.2161309,3,0,46.666666666666664,0.7000000000000001
267249964,28.6215311,77.2161176,3,0,50.0,0.75
267249967,28.621334,77.2158063,3,0,40.0,0.55
267250973,28.6280493,77.225744,3,0,40.0,0.55
267250978,28.6264956,77.223376,4,0,50.0,0.75
267250981,28.6264435,77.2192551,4,0,50.0,0.75
267250993,28.6268283,77.2156953,3,0,43.333333333333336,0.6333333333333333
267250994,28.6269871,77.2154323,4,1,50.0,0.75
267250995,28.6271859,77.215061,3,0,40.0,0.6
267250999,28.6257292,77.2114352,3,0,36.666666666666664,0.5166666666666667
267251003,28.6281959,77.2127589,4,0,30.0,0.35
267251006,28.626771,77.2107525,3,0,30.0,0.35000000000000003
267251007,28.628692,77.2106225,3,0,40.0,0.55
267251016,28.6221029,77.2158234,3,0,30.0,0.35
267251573,28.6234111,77.2250182,4,0,36.666666666666664,0.48333333333333334
267251574,28.6242882,77.2211587,3,0,30.0,0.35000000000000003
267251575,28.6244988,77.2214874,3,0,30.0,0.35000000000000003
267251576,28.6263259,77.2216316,3,0,40.0,0.55
267251581,28.6237632,77.2221704,3,0,30.0,0.35000000000000003
267251584,28.6242656,77.2232843,4,0,30.0,0.35
267251585,28.6229856,77.2239929,3,0,30.0,0.35000000000000003
267251588,28.624711,77.2296809,4,0,40.0,0.55
267251590,28.6274035,77.2288976,3,0,40.0,0.55
267251591,28.6265677,77.2282685,4,0,30.0,0.35
267251592,28.6260707,77.2292199,3,0,30.0,0.35000000000000003
267251594,28.625752,77.2291414,3,0,30.0,0.35000000000000003
267251597,28.6274987,77.2266634,3,0,30.0,0.35000000000000003
267251598,28.6264394,77.2253651,3,0,30.0,0.35000000000000003
267251601,28.6271339,77.2273159,3,0,30.0,0.35000000000000003
267253204,28.6184247,77.2155939,3,0,43.333333333333336,0.6166666666666667
267253206,28.6210967,77.2145461,3,0,30.0,0.35000000000000003
267253207,28.6193468,77.2144889,1,0,30.0,0.35
267253209,28.6216431,77.2136643,1,0,30.0,0.35
267253210,28.6235903,77.1999895,3,0,50.0,0.75
267253212,28.6237296,77.1998231,3,0,50.0,0.75
267253217,28.6241313,77.1998363,3,0,50.0,0.75
267253220,28.6242118,77.2000503,3,0,50.0,0.75
267253223,28.6239984,77.2004925,3,0,50.0,0.75
267253224,28.623867,77.2005124,3,0,46.666666666666664,0.7000000000000001
267253225,28.6237603,77.2004815,3,0,46.666666666666664,0.7000000000000001
267253228,28.6235732,77.2002309,3,0,50.0,0.75
267259245,28.6299956,77.2083499,3,0,35.0,0.475
267259246,28.6298502,77.2098072,3,0,30.0,0.35000000000000003
267259248,28.6259363,77.20661,3,0,35.0,0.5
267259250,28.6235987,77.2008258,3,0,36.666666666666664,0.5166666666666666
267259251,28.6207043,77.2058727,3,0,40.0,0.6
267259252,28.6228987,77.2020945,4,0,33.333333333333336,0.43333333333333335
267259256,28.6246654,77.2016133,3,0,40.0,0.55
267259262,28.6235454,77.2116022,3,0,30.0,0.35000000000000003
267259263,28.6238889,77.211879,3,0,40.0,0.55
267259266,28.6220134,77.2090833,3,0,30.0,0.35
267259267,28.6225161,77.2091774,3,0,30.0,0.35000000000000003
267259269,28.6231232,77.2095859,3,0,30.0,0.35000000000000003
267259270,28.6202778,77.2065585,3,0,40.0,0.6
267259274,28.6206744,77.2066085,3,0,40.0,0.6
267259278,28.6203485,77.2058538,3,0,35.0,0.475
267259280,28.6217061,77.2089103,3,0,36.666666666666664,0.5166666666666666
267259282,28.6202874,77.2103967,4,0,40.0,0.6
267259283,28.6224778,77.2050673,3,0,30.0,0.35000000000000003
267259287,28.6228498,77.2045041,3,0,30.0,0.35000000000000003
267259291,28.623135,77.2051321,3,0,30.0,0.35000000000000003
267259320,28.62177,77.2062749,4,0,33.333333333333336,0.43333333333333335
267259325,28.6224919,77.2028099,4,0,33.333333333333336,0.43333333333333335
267259326,28.6176147,77.1997019,5,0,43.333333333333336,0.65
267259327,28.6229848,77.2000229,5,0,43.333333333333336,0.6166666666666667
267259328,28.6172874,77.2056356,3,0,40.0,0.6
267259409,28.6176298,77.205941,3,0,40.0,0.6
267259412,28.6176025,77.2061855,3,0,40.0,0.6
267259426,28.6188281,77.2018264,3,0,30.0,0.35000000000000003
267259433,28.6173967,77.2029348,3,0,35.0,0.475
267259435,28.6189235,77.2027168,4,0,30.0,0.35
267259436,28.6206392,77.2037128,3,0,30.0,0.35
267259438,28.6203376,77.2031083,3,0,30.0,0.35
267259442,28.6208685,77.203167,3,0,30.0,0.35
267259450,28.619369,77.2018638,3,0,30.0,0.35000000000000003
267259455,28.6234454,77.2011279,3,0,35.0,0.475
267259456,28.6234398,77.2004461,3,0,30.0,0.35
267259457,28.6215832,77.2003195,4,0,30.0,0.35
267259458,28.6204529,77.2002615,4,0,30.0,0.35
267259460,28.6204528,77.1998784,4,0,40.0,0.55
267259461,28.6215969,77.1999499,4,0,40.0,0.55
267259467,28.6219814,77.2003512,3,0,30.0,0.35000000000000003
267259470,28.6234629,77.1996602,3,0,30.0,0.35
267259476,28.6235559,77.1990465,3,0,43.333333333333336,0.6166666666666667
267259478,28.6216156,77.1995969,4,0,30.0,0.35
267259479,28.6176323,77.1993242,3,0,36.666666666666664,0.5166666666666667
267259480,28.6176555,77.1986494,3,0,36.666666666666664,0.5166666666666667
267259482,28.6234473,77.1987911,3,0,40.0,0.55
267259483,28.6225277,77.1989429,3,0,30.0,0.35000000000000003
267259484,28.6225008,77.1996273,4,0,30.0,0.35
267259485,28.6224866,77.2000055,4,0,40.0,0.55
267259486,28.6224713,77.2003799,4,0,30.0,0.35
267259487,28.6224444,77.2010685,3,0,30.0,0.35000000000000003
267259488,28.6177002,77.1981178,3,0,40.0,0.6
267259489,28.6204609,77.1995267,4,0,30.0,0.35
267259490,28.6204787,77.1988361,3,0,30.0,0.35000000000000003
267259921,28.6177554,77.1972022,3,0,40.0,0.6
267259924,28.6179912,77.1973428,3,0,36.666666666666664,0.5166666666666666
267259925,28.6180574,77.1974929,3,0,36.666666666666664,0.5166666666666666
267259928,28.6180158,77.197796,3,0,35.0,0.475
267259930,28.6177808,77.1979691,3,0,40.0,0.6
267259931,28.6176389,77.1979666,3,0,40.0,0.6
267259947,28.6178168,77.1954832,3,0,36.666666666666664,0.5166666666666667
267259951,28.6182146,77.1973069,3,0,30.0,0.35
267259952,28.620474,77.1960199,2,0,30.0,0.35
267259957,28.6208861,77.1957632,2,0,30.0,0.35
267259965,28.6191632,77.196728,4,0,30.0,0.35
267259966,28.6195042,77.1975045,3,0,30.0,0.35000000000000003
267609414,28.6026122,77.1930377,3,0,40.0,0.55
267609419,28.6023719,77.1936388,3,0,50.0,0.75
267609496,28.6049028,77.1992971,3,0,40.0,0.55
267609602,28.6122346,77.208697,3,0,50.0,0.75
268210760,28.560607,77.1656728,3,0,43.333333333333336,0.6166666666666667
268210762,28.5584471,77.1629389,4,0,40.0,0.6
268212523,28.6092512,77.172759,4,1,50.0,0.75
268212543,28.6236985,77.1808473,3,1,46.666666666666664,0.7000000000000001
268212552,28.6300147,77.1756929,3,0,40.0,0.6
271335733,28.4892816,77.1389122,3,0,55.0,0.655
271335992,28.4925443,77.1465825,3,0,60.0,0.7450000000000001
271373906,28.5384174,77.1163211,3,0,76.66666666666667,0.7999999999999999
271373907,28.5432203,77.1186293,3,0,76.66666666666667,0.7999999999999999
271373909,28.5510536,77.1296432,3,0,76.66666666666667,0.7999999999999999
273278060,28.5385278,77.1165364,3,0,43.333333333333336,0.6333333333333333
273317191,28.5978741,77.1835111,3,0,40.0,0.55
273317193,28.5956281,77.1892398,3,0,30.0,0.35000000000000003
277419824,28.5867395,77.1475907,3,0,66.66666666666667,0.8333333333333334
278163583,28.5732042,77.1383852,3,0,86.66666666666667,0.9500000000000001
278165412,28.5413161,77.1173202,3,0,43.333333333333336,0.6333333333333333
278166186,28.5274049,77.1514893,4,0,40.0,0.5166666666666667
280740599,28.5611574,77.1573579,3,0,46.666666666666664,0.7000000000000001
280740678,28.5787368,77.1761308,4,1,45.0,0.675
280740682,28.5785637,77.176215,4,1,45.0,0.675
280740684,28.575633,77.1778323,3,0,53.333333333333336,0.7666666666666666
280740686,28.5806022,77.1747909,3,0,53.333333333333336,0.7666666666666666
280740689,28.5756434,77.1776301,3,0,53.333333333333336,0.7666666666666666
280740702,28.5758882,77.1773946,3,0,35.0,0.475
280740936,28.6235362,77.1803866,3,0,43.333333333333336,0.6333333333333333
280741019,28.6337983,77.1893751,3,0,50.0,0.75
280741024,28.6340192,77.1897986,3,0,50.0,0.75
280741115,28.6449762,77.1974223,3,0,50.0,0.75
282003063,28.5651461,77.1633004,3,0,30.0,0.35000000000000003
282138878,28.5612576,77.1645778,3,0,30.0,0.35000000000000003
282138881,28.5611087,77.163776,3,0,30.0,0.3666666666666667
282138883,28.5602748,77.1639444,3,0,43.333333333333336,0.6333333333333333
282138885,28.5750969,77.1685162,4,1,43.333333333333336,0.65
292443382,28.5698191,77.2021485,3,0,53.333333333333336,0.7666666666666666
292443383,28.5699083,77.2031126,3,0,30.0,0.35000000000000003
292443384,28.5697406,77.2062785,1,0,30.0,0.35
292443385,28.5698294,77.2044214,3,0,30.0,0.35000000000000003
292460373,28.570585,77.2044677,3,0,30.0,0.35000000000000003
292460374,28.5726834,77.207251,3,0,30.0,0.35000000000000003
292460387,28.5784742,77.210179,3,0,30.0,0.4
292460390,28.579313,77.2098591,3,0,33.333333333333336,0.4666666666666666
292460393,28.5791541,77.2098259,3,0,33.333333333333336,0.4666666666666666
292460398,28.5725939,77.2090946,3,0,30.0,0.375
292460403,28.5774044,77.2105456,3,0,40.0,0.575
301037181,28.6008952,77.205303,3,0,50.0,0.75
301037183,28.6008201,77.2048783,3,0,50.0,0.75
301037185,28.6012475,77.2054475,3,0,50.0,0.75
301037187,28.6076758,77.2058778,3,0,46.666666666666664,0.7000000000000001
301037192,28.6010684,77.1814505,3,0,43.333333333333336,0.62
301037212,28.6240179,77.1804347,3,0,36.666666666666664,0.5333333333333333
301037214,28.6240231,77.180299,3,0,36.666666666666664,0.5333333333333333
301037382,28.5595718,77.1712474,3,0,53.333333333333336,0.7833333333333333
308719791,28.6250726,77.2401647,4,1,50.0,0.75
308719942,28.6252545,77.2395449,3,0,43.333333333333336,0.6333333333333333
308883156,28.600934,77.2178379,3,0,50.0,0.75
308883222,28.6009605,77.2175704,3,0,50.0,0.75
308883223,28.6006682,77.2172213,3,0,50.0,0.75
308883229,28.6001942,77.2177694,3,0,50.0,0.75
308883230,28.6002719,77.2179421,3,0,50.0,0.75
308883231,28.6006526,77.2180952,3,0,50.0,0.75
308883582,28.6003114,77.2173235,3,0,50.0,0.75
308884530,28.5915512,77.212684,4,1,50.0,0.75
308884930,28.6044481,77.2114883,3,0,50.0,0.75
308884941,28.604017,77.2119617,3,0,50.0,0.75
308884943,28.6037265,77.2116804,3,0,50.0,0.75
308884948,28.603728,77.2114016,3,0,50.0,0.75
308884952,28.6040333,77.2111226,3,0,50.0,0.75
308884954,28.6043281,77.2112278,3,0,50.0,0.75
308885274,28.6043708,77.2118069,3,0,50.0,0.75
308887717,28.606885,77.2036762,3,0,30.0,0.35000000000000003
308887829,28.6082359,77.204325,3,0,36.666666666666664,0.5166666666666667
308887830,28.6072395,77.2034354,3,0,30.0,0.35000000000000003
308887832,28.6064516,77.205387,3,0,40.0,0.55
308888616,28.6112433,77.1975628,3,0,50.0,0.75
308888625,28.6112887,77.1967958,3,0,50.0,0.75
308888862,28.6106308,77.1910499,3,0,50.0,0.75
308890952,28.6009943,77.2241482,3,0,30.0,0.35
308890954,28.5990985,77.2262772,3,0,40.0,0.55
309642106,28.6455279,77.1977334,3,0,50.0,0.75
309642108,28.6453559,77.1978036,3,0,50.0,0.75
309642109,28.6451123,77.1977098,3,0,50.0,0.75
309858049,28.5792363,77.1900689,3,0,50.0,0.75
309858208,28.5795265,77.1898114,3,0,50.0,0.75
309858212,28.5795416,77.190057,3,0,50.0,0.75
309858218,28.5794975,77.1901124,3,0,46.666666666666664,0.7000000000000001
309858227,28.5792721,77.1897809,3,0,50.0,0.75
309858229,28.5794414,77.1897464,3,0,40.0,0.55
309858909,28.5848568,77.1929435,3,0,50.0,0.75
309859083,28.585022,77.1926479,3,0,50.0,0.75
309859085,28.5851303,77.192624,3,0,50.0,0.75
309859087,28.5853879,77.1928558,3,0,50.0,0.75
309859088,28.5853937,77.1928901,3,0,50.0,0.75
309859090,28.585252,77.193203,3,0,50.0,0.75
309859092,28.5851731,77.1932352,3,0,46.666666666666664,0.7000000000000001
309859421,28.5951719,77.1960587,3,0,43.333333333333336,0.6333333333333333
309862883,28.5871932,77.1827505,4,0,33.333333333333336,0.43333333333333335
309863580,28.581958,77.1951635,4,0,37.5,0.5375
309864520,28.5833188,77.1865725,1,0,30.0,0.35
309865006,28.5624787,77.1886601,3,0,46.666666666666664,0.7000000000000001
309865469,28.5694653,77.1734144,3,0,35.0,0.475
309865471,28.5717855,77.1724263,3,0,40.0,0.6
309866197,28.5730833,77.1739199,3,0,40.0,0.6
312102909,28.569499,77.1964753,3,0,53.333333333333336,0.7666666666666666
312102914,28.5696608,77.2023341,3,0,53.333333333333336,0.7666666666666666
314357000,28.5448576,77.1280577,3,0,45.0,0.6
314357041,28.5472778,77.1250375,3,0,40.0,0.55
314505961,28.5793985,77.2100613,3,0,30.0,0.4
314505962,28.5792582,77.210261,3,0,30.0,0.4
314505965,28.5785159,77.2103216,3,0,30.0,0.4000000000000001
314506006,28.6116806,77.2276011,4,0,42.0,0.5900000000000001
316066090,28.5890211,77.1538257,3,0,70.0,0.8833333333333333
316066105,28.569368,77.1896961,4,1,45.0,0.675
316066111,28.5693807,77.1931345,3,0,53.333333333333336,0.7666666666666666
316066121,28.5696383,77.1964845,3,0,53.333333333333336,0.7666666666666666
316066140,28.5706024,77.2080052,3,0,45.0,0.625
316376854,28.5751624,77.1684872,3,1,45.0,0.675
316376856,28.578595,77.1758214,4,1,45.0,0.675
316376858,28.5765911,77.1718354,4,1,45.0,0.675
316376859,28.5784322,77.175923,4,1,45.0,0.675
316376883,28.5990279,77.1428819,3,0,50.0,0.725
316376884,28.5989553,77.1428462,4,0,46.666666666666664,0.6833333333333332
316376889,28.6003496,77.1395224,4,0,40.0,0.5166666666666667
317149314,28.5674523,77.1288157,3,0,50.0,0.7000000000000001
345234446,28.6337254,77.2058886,3,0,40.0,0.6
345234450,28.6335429,77.2053792,3,0,35.0,0.475
345234453,28.6338352,77.2053119,3,0,40.0,0.6
345234455,28.6359892,77.2017427,3,0,40.0,0.6
345234460,28.6339194,77.205377,3,0,40.0,0.6
345234466,28.6410366,77.2051648,4,0,45.0,0.675
345234471,28.6359205,77.2018833,4,0,40.0,0.6
345234473,28.6358276,77.2018164,4,0,40.0,0.6
345265023,28.6441881,77.2004122,3,0,50.0,0.75
345265062,28.6411826,77.2052862,3,0,45.0,0.675
345265068,28.6411042,77.2054196,3,0,46.666666666666664,0.7000000000000001
345265121,28.6344291,77.2171312,3,0,50.0,0.75
345277850,28.5589106,77.086337,3,0,43.333333333333336,0.6333333333333333
345277865,28.5694684,77.2068431,3,0,30.0,0.4
345277869,28.5697319,77.2067053,3,0,50.0,0.7000000000000001
345277871,28.5810319,77.1950832,4,0,35.0,0.475
345277872,28.5796155,77.1951238,4,0,36.666666666666664,0.5166666666666667
345576013,28.5675219,77.1289734,3,0,50.0,0.7000000000000001
345576017,28.5678347,77.134073,3,0,76.66666666666667,0.7999999999999999
345576366,28.5443609,77.1141076,3,0,40.0,0.55
345576456,28.5453534,77.1213839,3,0,76.66666666666667,0.7999999999999999
355435732,28.6232092,77.1982308,3,0,50.0,0.75
355435734,28.6253276,77.1981589,3,0,40.0,0.55
355435736,28.6104349,77.2115362,3,0,50.0,0.75
356742450,28.5962909,77.206448,3,0,40.0,0.575
359784761,28.5463822,77.1238555,3,0,43.333333333333336,0.6333333333333333
370583668,28.601413,77.2161335,3,0,40.0,0.55
370583672,28.6038405,77.2118693,3,0,50.0,0.75
370584162,28.6006056,77.2133447,3,0,30.0,0.35000000000000003
370584167,28.6008713,77.2133215,3,0,30.0,0.35000000000000003
370584172,28.6007382,77.2136024,3,0,30.0,0.35000000000000003
370584207,28.6006585,77.2155045,3,0,30.0,0.35000000000000003
370584246,28.602383,77.212525,1,0,30.0,0.35
372717407,28.5694268,77.1993178,3,0,36.666666666666664,0.5333333333333333
381510463,28.5949353,77.1856325,4,0,33.333333333333336,0.43333333333333335
381510467,28.5958687,77.1833978,3,0,40.0,0.55
395135057,28.5961691,77.1324001,3,0,40.0,0.6
395135061,28.5966624,77.148779,3,0,53.333333333333336,0.7666666666666666
